year,seed_code,la_code,la_name,school_name,school_type,stage,measure,value,chart_label
2020/21,8432139,260,Glasgow City,St Paul's High School,Secondary,S6,Attendance,88.5%,
2020/21,8432139,260,Glasgow City,St Paul's High School,Secondary,S6,Authorised Absence,2.3%,
2020/21,8432139,260,Glasgow City,St Paul's High School,Secondary,S6,Temporary Exclusions,0%,
2020/21,8432139,260,Glasgow City,St Paul's High School,Secondary,S6,Unauthorised Absence,9.2%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,All Stages,Attendance,88.6%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,All Stages,Authorised Absence,4.1%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,All Stages,Unauthorised Absence,7.4%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S1,Attendance,91.2%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S1,Authorised Absence,c,c
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S1,Temporary Exclusions,c,c
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S1,Unauthorised Absence,4.7%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S2,Attendance,87.7%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S2,Authorised Absence,c,c
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S2,Temporary Exclusions,c,c
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S2,Unauthorised Absence,8.4%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S3,Attendance,87%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S3,Authorised Absence,4.6%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S3,Temporary Exclusions,0%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S3,Unauthorised Absence,8.5%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S4,Attendance,86.4%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S4,Authorised Absence,c,c
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S4,Temporary Exclusions,c,c
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S4,Unauthorised Absence,9.9%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S5,Attendance,88.1%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S5,Authorised Absence,4.1%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S5,Temporary Exclusions,0%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S5,Unauthorised Absence,7.8%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S6,Attendance,91.8%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S6,Authorised Absence,4.1%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S6,Temporary Exclusions,0%,
2020/21,8432236,260,Glasgow City,Cleveden Secondary School,Secondary,S6,Unauthorised Absence,4.1%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,All Stages,Attendance,93.8%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,All Stages,Authorised Absence,3.5%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,All Stages,Temporary Exclusions,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,All Stages,Unauthorised Absence,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S1,Attendance,95.5%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S1,Authorised Absence,3.9%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S1,Temporary Exclusions,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S1,Unauthorised Absence,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S2,Attendance,94.2%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S2,Authorised Absence,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S2,Temporary Exclusions,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S2,Unauthorised Absence,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S3,Attendance,95.7%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S3,Authorised Absence,3.2%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S3,Temporary Exclusions,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S3,Unauthorised Absence,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S4,Attendance,92.9%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S4,Authorised Absence,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S4,Temporary Exclusions,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S4,Unauthorised Absence,3.6%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S5,Attendance,90%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S5,Authorised Absence,3.4%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S5,Temporary Exclusions,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S5,Unauthorised Absence,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S6,Attendance,93%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S6,Authorised Absence,2.7%,
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S6,Temporary Exclusions,c,c
2020/21,8432627,260,Glasgow City,Glasgow Gaelic School,Secondary,S6,Unauthorised Absence,c,c
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,All Stages,Attendance,86.3%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,All Stages,Authorised Absence,4.2%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,All Stages,Unauthorised Absence,9.4%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S1,Attendance,88.9%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S1,Authorised Absence,c,c
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S1,Temporary Exclusions,c,c
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S1,Unauthorised Absence,6.9%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S2,Attendance,86.4%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S2,Authorised Absence,4.7%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S2,Temporary Exclusions,0%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S2,Unauthorised Absence,8.8%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S3,Attendance,83.8%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S3,Authorised Absence,4.3%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S3,Temporary Exclusions,0%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S3,Unauthorised Absence,11.8%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S4,Attendance,83.2%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S4,Authorised Absence,c,c
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S4,Temporary Exclusions,c,c
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S4,Unauthorised Absence,12.3%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S5,Attendance,89.2%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S5,Authorised Absence,3.2%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S5,Temporary Exclusions,0%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S5,Unauthorised Absence,7.5%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S6,Attendance,88.9%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S6,Authorised Absence,3.7%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S6,Temporary Exclusions,0%,
2020/21,8433232,260,Glasgow City,Eastbank Academy,Secondary,S6,Unauthorised Absence,7.3%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,All Stages,Attendance,86.8%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,All Stages,Authorised Absence,4.2%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,All Stages,Unauthorised Absence,9%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S1,Attendance,87.7%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S1,Authorised Absence,c,c
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S1,Temporary Exclusions,c,c
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S1,Unauthorised Absence,c,c
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S2,Attendance,86.3%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S2,Authorised Absence,c,c
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S2,Temporary Exclusions,c,c
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S2,Unauthorised Absence,c,c
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S3,Attendance,88.2%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S3,Authorised Absence,4%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S3,Temporary Exclusions,0.1%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S3,Unauthorised Absence,7.7%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S4,Attendance,85.6%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S4,Authorised Absence,c,c
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S4,Temporary Exclusions,c,c
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S4,Unauthorised Absence,c,c
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S5,Attendance,83.4%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S5,Authorised Absence,3.2%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S5,Temporary Exclusions,0%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S5,Unauthorised Absence,13.4%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S6,Attendance,90%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S6,Authorised Absence,4.1%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S6,Temporary Exclusions,0%,
2020/21,8433836,260,Glasgow City,Govan High School,Secondary,S6,Unauthorised Absence,5.9%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,All Stages,Attendance,87.7%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,All Stages,Authorised Absence,7.7%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,All Stages,Temporary Exclusions,c,c
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,All Stages,Unauthorised Absence,c,c
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S1,Attendance,88.6%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S1,Authorised Absence,7.3%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S1,Temporary Exclusions,0%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S1,Unauthorised Absence,4.1%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S2,Attendance,87.9%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S2,Authorised Absence,c,c
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S2,Temporary Exclusions,c,c
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S2,Unauthorised Absence,c,c
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S3,Attendance,82.5%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S3,Authorised Absence,10.4%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S3,Temporary Exclusions,c,c
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S3,Unauthorised Absence,c,c
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S4,Attendance,89.4%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S4,Authorised Absence,c,c
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S4,Temporary Exclusions,c,c
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S4,Unauthorised Absence,5.2%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S5,Attendance,88.5%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S5,Authorised Absence,6.5%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S5,Temporary Exclusions,0%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S5,Unauthorised Absence,5%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S6,Attendance,92.6%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S6,Authorised Absence,5.3%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S6,Temporary Exclusions,0%,
2020/21,8434034,260,Glasgow City,Castlemilk High School,Secondary,S6,Unauthorised Absence,2.1%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,All Stages,Attendance,93.2%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,All Stages,Authorised Absence,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,All Stages,Temporary Exclusions,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,All Stages,Unauthorised Absence,3.2%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S1,Attendance,94.3%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S1,Authorised Absence,3.8%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S1,Temporary Exclusions,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S1,Unauthorised Absence,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S2,Attendance,93.6%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S2,Authorised Absence,4.3%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S2,Temporary Exclusions,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S2,Unauthorised Absence,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S3,Attendance,92.2%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S3,Authorised Absence,4.7%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S3,Temporary Exclusions,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S3,Unauthorised Absence,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S4,Attendance,92.9%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S4,Authorised Absence,3.7%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S4,Temporary Exclusions,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S4,Unauthorised Absence,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S5,Attendance,92.3%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S5,Authorised Absence,3.2%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S5,Temporary Exclusions,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S5,Unauthorised Absence,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S6,Attendance,94.2%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S6,Authorised Absence,1.8%,
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S6,Temporary Exclusions,c,c
2020/21,8434239,260,Glasgow City,Hillhead High School,Secondary,S6,Unauthorised Absence,c,c
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,All Stages,Attendance,89.7%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,All Stages,Authorised Absence,4.8%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,All Stages,Temporary Exclusions,0%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,All Stages,Unauthorised Absence,5.4%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S1,Attendance,91.9%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S1,Authorised Absence,c,c
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S1,Temporary Exclusions,c,c
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S1,Unauthorised Absence,c,c
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S2,Attendance,89.7%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S2,Authorised Absence,5.3%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S2,Temporary Exclusions,0.1%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S2,Unauthorised Absence,4.9%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S3,Attendance,87.5%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S3,Authorised Absence,5.5%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S3,Temporary Exclusions,c,c
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S3,Unauthorised Absence,c,c
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S4,Attendance,87.7%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S4,Authorised Absence,c,c
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S4,Temporary Exclusions,c,c
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S4,Unauthorised Absence,6.6%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S5,Attendance,89.1%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S5,Authorised Absence,4.2%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S5,Temporary Exclusions,0%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S5,Unauthorised Absence,6.7%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S6,Attendance,94.7%,
2020/21,8434336,260,Glasgow City,Hillpark Secondary School,Secondary,S6,Authorised Absence,3.1%,
